"","birth_year","height.cm","height.in","study"
"1",1950,189.038074505781,74.4244387818035,"BLS"
"2",1950,166.465358776934,65.5375428255647,"BLS"
"3",1950,161.618162253085,63.6291977374349,"BLS"
"4",1950,160.295746655255,63.1085616752971,"BLS"
"5",1950,161.042308270563,63.4024835710879,"BLS"
"6",1950,163.574749161769,64.3995075440034,"BLS"
"7",1950,156.60706759911,61.6563258264214,"BLS"
"8",1950,184.654301090655,72.6985437364783,"BLS"
"9",1950,182.980245798393,72.0394668497611,"BLS"
"10",1950,183.476728705377,72.2349325611722,"BLS"
"11",1950,176.560851925923,69.5121464275289,"BLS"
"12",1950,172.80028498041,68.0316082600038,"BLS"
"13",1950,171.594612150039,67.556933917338,"BLS"
"14",1950,166.193691173927,65.4305870763492,"BLS"
"15",1950,166.783650491796,65.6628545243293,"BLS"
"16",1950,172.10727259574,67.7587687384803,"BLS"
"17",1950,173.613680153531,68.3518425801303,"BLS"
"18",1950,176.808312372849,69.6095718003344,"BLS"
"19",1950,163.028796821544,64.1845656777732,"BLS"
"20",1950,185.609507240271,73.0746091497131,"BLS"
"21",1950,158.433838630407,62.3755270198453,"BLS"
"22",1950,160.080782468258,63.0239301056135,"BLS"
"23",1950,170.763955939873,67.2299039133359,"BLS"
"24",1950,166.499813815802,65.551107801497,"BLS"
"25",1950,183.082299279762,72.0796453857329,"BLS"
"26",1950,160.25147041013,63.0911300827283,"BLS"
"27",1950,163.381814247896,64.3235489164945,"BLS"
"28",1950,181.972846182291,71.6428528276738,"BLS"
"29",1950,195.054460497117,76.7930946839042,"BLS"
"30",1950,162.290542395376,63.8939143288881,"BLS"
"31",1950,162.058662602729,63.8026230719406,"BLS"
"32",1950,181.844267860283,71.5922314410564,"BLS"
"33",1950,171.505787246707,67.5219634829555,"BLS"
"34",1950,163.561652748124,64.3943514756393,"BLS"
"35",1950,155.392685568756,61.1782226648647,"BLS"
"36",1950,170.139050884517,66.9838783009909,"BLS"
"37",1950,165.903797644693,65.3164557656273,"BLS"
"38",1950,161.478430268522,63.5741851450875,"BLS"
"39",1950,169.191941224854,66.6110004822258,"BLS"
"40",1950,164.875857905233,64.9117550808005,"BLS"
"41",1950,164.565787159014,64.7896799838636,"BLS"
"42",1950,170.021734240642,66.937690645922,"BLS"
"43",1950,173.158944890886,68.1728129491676,"BLS"
"44",1950,153.544676206252,60.4506599237211,"BLS"
"45",1950,164.574864039659,64.7932535589207,"BLS"
"46",1950,157.009894260066,61.8149190000258,"BLS"
"47",1950,181.793249077341,71.5721453060396,"BLS"
"48",1950,170.978590796655,67.3144058254547,"BLS"
"49",1950,177.545678339284,69.8998733619228,"BLS"
"50",1950,177.194723123587,69.7617020171601,"BLS"
"51",1950,172.076036420777,67.7464710318018,"BLS"
"52",1950,152.883162684813,60.190221529454,"BLS"
"53",1950,180.35650968927,71.0064998776652,"BLS"
"54",1950,180.763667258252,71.1667981331702,"BLS"
"55",1950,184.74849987417,72.7356298717204,"BLS"
"56",1950,173.071086697625,68.1382231093012,"BLS"
"57",1950,168.604720549923,66.3798112401273,"BLS"
"58",1950,175.851272693565,69.2327845250256,"BLS"
"59",1950,160.71580200837,63.2739377985708,"BLS"
"60",1950,157.042517312202,61.8277627213392,"BLS"
"61",1950,163.121871391316,64.2212092091795,"BLS"
"62",1950,162.156813387256,63.841265113093,"BLS"
"63",1950,170.115916119279,66.9747701257002,"BLS"
"64",1950,181.486782296258,71.451489093015,"BLS"
"65",1950,151.416121495836,59.6126462582033,"BLS"
"66",1950,167.130439251377,65.7993855320383,"BLS"
"67",1950,168.803422948807,66.4580405310262,"BLS"
"68",1950,164.091316180872,64.60288038617,"BLS"
"69",1950,178.918822929575,70.4404814683367,"BLS"
"70",1950,167.443946307264,65.922813506797,"BLS"
"71",1950,157.116340198358,61.8568268497474,"BLS"
"72",1950,167.092478017714,65.7844401644543,"BLS"
"73",1950,182.451450797371,71.8312798414845,"BLS"
"74",1950,170.295136406594,67.0453292939346,"BLS"
"75",1950,173.495985438274,68.3055060780607,"BLS"
"76",1950,177.864667792432,70.0254597608,"BLS"
"77",1950,156.998380137128,61.810385880759,"BLS"
"78",1950,159.895720348768,62.9510710034519,"BLS"
"79",1950,167.185687873824,65.8211369581986,"BLS"
"80",1950,178.809772393354,70.3975481863599,"BLS"
"81",1950,173.679572483669,68.3777844423894,"BLS"
"82",1950,177.629057697221,69.9326998807956,"BLS"
"83",1950,168.076387051786,66.1718059259001,"BLS"
"84",1950,173.879162281924,68.4563631031197,"BLS"
"85",1950,177.555798086226,69.9038575142622,"BLS"
"86",1950,155.3201312753,61.1496579824015,"BLS"
"87",1950,160.94289967319,63.3633463280275,"BLS"
"88",1950,162.933592850953,64.1470837995876,"BLS"
"89",1950,170.98871164713,67.3183904122561,"BLS"
"90",1950,154.114337579631,60.6749360549729,"BLS"
"91",1950,174.855892463177,68.840902544558,"BLS"
"92",1950,171.914135483317,67.6827305052429,"BLS"
"93",1950,163.821792203975,64.4967685842421,"BLS"
"94",1950,169.703506631255,66.8124041855335,"BLS"
"95",1950,174.615951874503,68.7464377458673,"BLS"
"96",1950,170.351828610445,67.0676490592305,"BLS"
"97",1950,173.070502249524,68.1379930116236,"BLS"
"98",1950,160.890957850767,63.3428967916407,"BLS"
"99",1950,181.322132417397,71.3866663060617,"BLS"
"100",1950,162.530376034156,63.9883370213211,"BLS"
"101",1950,173.955421768124,68.4863865228835,"BLS"
"102",1950,171.491004493227,67.5161435012706,"BLS"
"103",1950,166.626143127805,65.6008437511045,"BLS"
"104",1950,195.072492613066,76.800193942152,"BLS"
"105",1950,170.447667205017,67.1053807893768,"BLS"
"106",1950,157.865174320773,62.1516434333753,"BLS"
"107",1950,169.843765623407,66.8676242611837,"BLS"
"108",1950,155.047194420784,61.0422025278676,"BLS"
"109",1950,162.873145860406,64.1232857718132,"BLS"
"110",1950,156.323830534453,61.5448151710443,"BLS"
"111",1950,158.892840436576,62.5562363923527,"BLS"
"112",1950,173.135964557049,68.1637655736413,"BLS"
"113",1950,161.684023825037,63.6551274901722,"BLS"
"114",1950,183.828733925447,72.373517293483,"BLS"
"115",1950,162.933589265947,64.1470823881682,"BLS"
"116",1950,155.769817360942,61.3266997484025,"BLS"
"117",1950,188.890646956908,74.3663964397274,"BLS"
"118",1950,178.333811532715,70.2101620207541,"BLS"
"119",1950,180.609717600294,71.106188031612,"BLS"
"120",1950,158.990903869276,62.594844043022,"BLS"
"121",1950,162.699610526692,64.0549647742882,"BLS"
"122",1950,156.396991890166,61.573618854396,"BLS"
"123",1950,179.019706452014,70.4801993905567,"BLS"
"124",1950,180.812203714889,71.1859069743659,"BLS"
"125",1950,181.441441593193,71.4336384225171,"BLS"
"126",1950,178.381275408082,70.2288485858589,"BLS"
"127",1950,170.893379433062,67.2808580445126,"BLS"
"128",1950,161.947075658785,63.7586912042461,"BLS"
"129",1950,170.399749642573,67.0865156073123,"BLS"
"130",1950,156.666178611042,61.679597878363,"BLS"
"131",1950,158.206435740423,62.285998323001,"BLS"
"132",1950,173.462891256609,68.2924768726807,"BLS"
"133",1950,156.437285677111,61.5894825500436,"BLS"
"134",1950,173.781047369922,68.4177351850085,"BLS"
"135",1950,187.937788029998,73.9912551299203,"BLS"
"136",1950,171.605123683284,67.5610723162536,"BLS"
"137",1950,158.338341317447,62.3379296525382,"BLS"
"138",1950,168.249622595799,66.2400088959839,"BLS"
"139",1950,172.970120775658,68.0984727463219,"BLS"
"140",1950,151.818009124356,59.7708697339986,"BLS"
"141",1950,172.880986633398,68.0633805643301,"BLS"
"142",1950,182.067576052211,71.6801480520517,"BLS"
"143",1950,168.553659207611,66.3597083494533,"BLS"
"144",1950,173.624895906695,68.3562582309823,"BLS"
"145",1950,173.879617902255,68.4565424812026,"BLS"
"146",1950,174.716704900269,68.7861042914446,"BLS"
"147",1950,162.819696352286,64.1022426583804,"BLS"
"148",1950,165.388253114959,65.1134854783304,"BLS"
"149",1950,154.048932027789,60.6491858377121,"BLS"
"150",1950,183.19928560107,72.1257029925473,"BLS"
"151",1950,166.397254376775,65.5107300695963,"BLS"
"152",1950,172.547021718253,67.931898314273,"BLS"
"153",1950,178.930105028399,70.4449232395273,"BLS"
"154",1950,181.26927032379,71.3658544581849,"BLS"
"155",1950,180.657686215648,71.1250733132474,"BLS"
"156",1950,173.126747508142,68.1601368142292,"BLS"
"157",1950,152.687852323563,60.1133276864421,"BLS"
"158",1950,159.48202176929,62.7881975469645,"BLS"
"159",1950,172.917413582425,68.0777218828443,"BLS"
"160",1950,162.68913898441,64.0508421198465,"BLS"
"161",1950,177.078122816025,69.7157963842619,"BLS"
"162",1950,173.280508239521,68.2206725352444,"BLS"
"163",1950,154.645003118315,60.8838594953995,"BLS"
"164",1950,173.75515083781,68.4075396999251,"BLS"
"165",1950,167.645029157274,66.0019799831789,"BLS"
"166",1950,177.286640364151,69.7978899071459,"BLS"
"167",1950,180.367206804785,71.0107113404665,"BLS"
"168",1950,165.461723305089,65.1424107500352,"BLS"
"169",1950,167.556456398913,65.9671088184696,"BLS"
"170",1950,177.775952801267,69.9905325989239,"BLS"
"171",1950,157.166760079632,61.8766771967057,"BLS"
"172",1950,167.916556875887,66.1088806597982,"BLS"
"173",1950,155.077935872721,61.054305461701,"BLS"
"174",1950,181.771455866341,71.5635653017089,"BLS"
"175",1950,188.82518096739,74.3406224281061,"BLS"
"176",1950,169.10555056606,66.5769884118345,"BLS"
"177",1950,167.920525588393,66.1104431450367,"BLS"
"178",1950,157.392839923515,61.9656850092579,"BLS"
"179",1950,182.233599617886,71.7455116605852,"BLS"
"180",1950,163.988038282441,64.5622197962366,"BLS"
"181",1950,152.905003787153,60.1988203886431,"BLS"
"182",1950,157.267586987731,61.9163728298154,"BLS"
"183",1950,168.690422139023,66.4135520232376,"BLS"
"184",1950,161.794243824012,63.6985211905558,"BLS"
"185",1950,181.078922736305,71.2909144631121,"BLS"
"186",1950,165.744540531458,65.2537561147474,"BLS"
"187",1950,185.433871539431,73.0054612359963,"BLS"
"188",1950,174.345788919223,68.6400743776467,"BLS"
"189",1950,163.528889267515,64.3814524675254,"BLS"
"190",1950,155.093070890512,61.060264130123,"BLS"
"191",1950,169.644986240943,66.7893646617886,"BLS"
"192",1950,157.046417019567,61.8292980391998,"BLS"
"193",1950,159.028282605242,62.6095600808039,"BLS"
"194",1950,171.106225880263,67.3646558583714,"BLS"
"195",1950,172.763107312256,68.0169713827781,"BLS"
"196",1950,183.042933252179,72.0641469496768,"BLS"
"197",1950,178.075904816552,70.1086239435244,"BLS"
"198",1950,177.425312147005,69.8524850972462,"BLS"
"199",1950,171.336337442142,67.4552509614732,"BLS"
"200",1950,161.170946557727,63.4531285660341,"BLS"
"201",1950,168.384132237909,66.2929654479958,"BLS"
"202",1950,167.220383171909,65.8347965243738,"BLS"
"203",1950,180.365487580718,71.0100344805978,"BLS"
"204",1950,169.21333722414,66.6194241039921,"BLS"
"205",1950,191.944215475787,75.5685887699947,"BLS"
"206",1950,175.138586031115,68.9521992248483,"BLS"
"207",1950,165.985784487738,65.3487340502907,"BLS"
"208",1950,156.850375957736,61.7521165187936,"BLS"
"209",1950,156.88089620267,61.7641323632561,"BLS"
"210",1950,158.525132489903,62.4114694842137,"BLS"
"211",1950,157.23699595225,61.9043291150592,"BLS"
"212",1950,154.02206918302,60.6386099145748,"BLS"
"213",1950,164.654426066694,64.8245771916118,"BLS"
"214",1950,183.567713377397,72.2707532981876,"BLS"
"215",1950,182.047578897462,71.6722751564812,"BLS"
"216",1950,161.978157967124,63.7709283335134,"BLS"
"217",1950,179.79794634995,70.7865930511616,"BLS"
"218",1950,183.920878754701,72.4097947853152,"BLS"
"219",1950,167.863466814509,66.0879790608305,"BLS"
"220",1950,165.098293950325,64.9993283268996,"BLS"
"221",1950,163.904421019019,64.5292996137869,"BLS"
"222",1950,156.826408510287,61.7426805158611,"BLS"
"223",1950,167.234387925449,65.8403102068696,"BLS"
"224",1950,171.195088249915,67.3996410432737,"BLS"
"225",1950,162.616574968505,64.0222736096475,"BLS"
"226",1950,160.594400004484,63.2261417340487,"BLS"
"227",1950,171.435517478581,67.4942982199136,"BLS"
"228",1950,172.725385883623,68.0021204266232,"BLS"
"229",1950,162.199081480079,63.8579060945194,"BLS"
"230",1950,163.563463160363,64.3950642363634,"BLS"
"231",1950,168.755079218429,66.4390075663105,"BLS"
