BirthPlace
"Buenos Aires, Argentina"
"Buenos Aires, Argentina"
"Buenos Aires, Argentina"
"Buenos Aires, Argentina"
"Buford, SC"
"Buncombe County, NC"
"Bureau Twp., IL"
"Burkam, Austria"
"Burke County, NC"
"Burnell, FL"
"Burnet County, TX"
"Bursa, Turkey"
"Burton, GA"
"Burton, GA"
"Bushey, England"
"Bushton, IL"
"Button Gwinnett, GA"
"Butzbach, Hesse"
"Butzbach, Hesse"
CA
"CA, PA"
"CA, PA"
"Cabarrus County, NC"
"Cacak, Serbia"
"Caddo Parish, LA"
"Caguas, NA"
"Caguas, NA"
"Caguas, Puerto Rico"
"Cairo, Egypt"
"Calahan, NC"
"Calahan, NC"
"Caldwell, KY"
"Calgary, AB"
"Calgary, Canada"
"Calgary, Canada"
"Calgary, Canada"
"Callahan County, TX"
"Calloway County, KY"
"Camaguey, Camaguey"
"Camden County, NJ"
"Camp Kwe, Japan"
"Camp LeJeune, NC"
"Camp Zama, Japan"
"Campobasso, Italy"
"Campville, FL"
Canada
Canada
"Cananea, Sonora"
"Canberra, Australia"
"Canberra, Capital Territory"
"Cannes, France"
"Canosia Twp., MN"
"Canouan, Saint Vincent and the Grenadines"
"Canton, WV"
"Capetown, South Africa"
"Cap-Haitian, Haiti"
"Capistrano Beach, MD"
"Capljina, Bosnia and Herzegovina"
"Caps, TX"
"Caracas, Venezuela"
"Caracas, Venezuela"
"Caracas, Venezuela"
"Carlton, Australia"
"Carmel, FL"
"Carnduff, Canada"
"Carnduff, Canada"
"Carolina, NA"
"Carolina, NA"
"Carolina, Puerto Rico"
"Carroll, ID"
"Carrolton, MS"
"Cartharpin, VA"
"Carthio, TX"
"Carver City, CA"
"Carver City, CA"
"Casablanca, Morocco"
"Case, TX"
"Caserta, Italy"
"Castries, Saint Lucia"
"Catchings, MS"
"Cattaraugus Indian Reservation, NY"
"Cayenne, French Guiana"
"Cayenne, French Guiana"
"Cayey, NA"
"Cayey, NA"
"Cayey, NA"
"Cecil County, MD"
"Celje, Slovenia"
"Center, OH"
"Cesis, Latvia"
"Chalk Bluff, TX"
"Chambers County, TX"
"Chambly, Canada"
"Chaneller, OK"
"Chaparra, Cuba"
"Charleroi, Belgium"
"Charleston, West VA"
"Charleston, West VA"
"Charlestown, MO"
"Charlestown, West VA"
"Charlestown, WV"
"Charleton, WV"
"Charletown, OH"
"Charlottesville, NC"
"Chatham Hill, VA"
"Chelsea, IN"
"Chelyan, West VA"
"Cherkasy, Ukraine"
"Cherry Valley, PA"
"Cherry Valley, PA"
"Chester County, SC"
"Chester Township, NJ"
"Chesterfield County, SC"
"Chewey, OK"
"Chicago, NY"
"Chicopee Falls, MA"
"Chihuahua, Mexico"
"Chihuahua, Mexico"
"Chilton, AL"
"Chios, Greece"
"Chipley, GA"
"Cholet, France"
"Christchurch, New Zealand"
"Christchurch, New Zealand"
"Christian County, KY"
"Chrnomlj, Yugoslavia"
"Ciudad Juarez, Chihuahua"
"Ciudad Obregon, Sonora"
"Ciudad Obregon, Sonora"
"Clarendon, Jamaica"
"Clark AFB, Phillipines"
"Clarksburg, West VA"
"Clarksdale, AR"
"Clarkside, MS"
"Clarksville, MS"
"Claybanks Township, MI"
"Clear Creek, MO"
"Clearport, OH"
"Clemenceau, AZ"
"Clemo, PA"
"Clinton, TX"
"Clocksburg, MD"
CO
CO
"CO City, TX"
"CO City, TX"
"CO City, TX"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"CO Springs, CO"
"Coalville, OK"
"Cochrane, Canada"
"Coeur d'Alene, ID"
"Coeur d'Alene, ID"
"Coeur d'Alene, ID"
"Coeur d'Alene, ID"
"Coeur d'Alene, ID"
"Coffee County, TN"
"Cohasset, VA"
"Colbert County, AL"
"Colegrove, PA"
"Coleman County, TX"
"College Heights, AR"
"Collinstown, Ireland"
"Colon, Colon"
"Colon, Colon"
"Colon, Panama"
"Colon, Panama"
"Colonia Diaz, Mexico"
"Columbia County, WI"
"Columbia, GA"
"Columbia, GA"
"Columbus, IA"
"Comache, OK"
"Conenaugh, PA"
"Connell, MI"
"Cook County, IL"
"Cook County, IL"
"Copenhagen, Denmark"
"Copenhagen, Denmark"
"Coquitlam, Canada"
"Corinth, Greece"
"Corleto Perticara, Italy"
"Cormeilles-en-Parisis, France"
"Coster, MD"
"Cosumnes, CA"
"County Kerry, Ireland"
"County Line, OK"
"County Mayo, Ireland"
"Cowley, WV"
"Crabapple, GA"
"Cranberry Twp., PA"
"Crawfordsville, FL"
"Crawfordsville, GA"
"Crawfordsville, GA"
"Crenshaw, AL"
"Cristobal, Panama Canal Zone"
"Crow Wing County, MN"
"Crow Wing County, MN"
"Crozer, PA"
"Cucq-Trepied-Stella-Plage, France"
"Culpepper, VA"
"Curimeo, Mexico"
"Curimeo, Mexico"
"Curimeo, Mexico"
"Curitiba, Brazil"
"Curitiba, Brazil"
"Dakar, Senegal"
"Dakar, Senegal"
"Dakar, Senegal"
"Dakar, Senegal"
"Dakar, Senegal"
"Dakar, Senegal"
"Dallas County, TX"
"Dallas County, TX"
"Dallas, MI"
"Dammam, NA"
"Dammam, NA"
"Dana, CA"
"Danbury, OH"
"Dangriga, Belize"
"Danville, Georgia"
"Danvillr, KY"
"Dar es Salaam, United Republic of Tanzania"
"Darnell, LA"
"Daytona, FL"
"DE County, OK"
"De Soto, TX"
"De Soto, TX"
"De Soto, TX"
"DE, OH"
"DE, OH"
"Deann, AR"
"Deberry, TX"
"Decatur Township, OH"
"Deefield Beach, FL"
"Deering, KS"
"DeFuniak Springs, FL"
"DeFuniak Springs, FL"
"DeFuniak Springs, FL"
"DeFuniak Springs, FL"
"DeFuniak Springs, FL"
"DeFuniak Springs, FL"
"DeFuniak Springs, FL"
"DeKalb County, GA"
"DeKalb, AL"
"DeKalb, IL"
"DeKalb, IL"
"DeKalb, IL"
"DeKalb, IL"
"DeKalb, IL"
"DeKalb, IL"
"DeKalb, MS"
"DeKalb, TX"
"DeLancey, PA"
"DeLand, FL"
"DeLand, FL"
"DeLand, FL"
"DeLand, FL"
"DeLeon, TX"
"DeLeon, TX"
"Delmenhorst, Germany"
"Dembo, PA"
"Den Haag, Netherlands"
"Den Helder, Netherlands"
"Denison, OH"
"Denton, IL"
"DeQuincy, LA"
"DeQuincy, LA"
"DeRidder, LA"
"DeRidder, LA"
"DeRidder, LA"
"DeRidder, LA"
"DeRidder, LA"
"DeSoto, TX"
"DeSoto, TX"
"DeSoto, TX"
"DeSoto, TX"
"DeSoto, TX"
"DeSoto, TX"
"DeSoto, TX"
"DeSoto, TX"
"Desson, MS"
"DeWalt, TX"
"DeWitt, IA"
"DeWitt, IA"
"Dexter, TX"
"Dhaharan, Saudi Arabia"
"Dhahran, Eastern Province"
"Diboli, TX"
"Didam, Netherlands"
"Dnepropetrovsk, Ukraine"
"Dnepropetrovsk, Ukraine"
"Doboj, Bosnia and Herzegovina"
"Donawitz, Austria"
"Donetsk, Ukraine"
"Dorking, England"
"Dortmund, Germany"
"Douala, Cameroon"
"Douglasville, TX"
"Dover, England"
"Doyletown, OH"
"Dreux, France"
"Driggs, AR"
"Drnis, Croatia"
"Dryden, OK"
"Du Bois, ID"
"Dublin, Ireland"
"Dublin, Ireland"
"Dublin, Ireland"
"Dubrovnik, Croatia"
"Dundee, Dundee"
"Dundee, Scotland"
"Dunn County, WI"
"Duren, West Germany"
"Durham, GA"
"Dusseldorf, Germany"
"Duvall, OH"
"East Bontang, NA"
"East Chicago, IL"
"East Chicago, IL"
"East Lewisburg, PA"
"East McKeesport, PA"
"East Meadowbrook, NY"
"East Port Chester, CT"
"East Riverton, NJ"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, IL"
"East St. Louis, MO"
"East York, ON"
"Eau Claire County, WI"
"Ebbvale, MD"
"Eckley, PA"
"Ector County, TX"
"Edea, Cameroon"
"Edge Hill, PA"
"Edge Hill, PA"
"Edgecombe County, NC"
"Edmonton, Canada"
"Edmonton, Canada"
"Edna Gas, WV"
"Eight Mile, OR"
"Eindhoven, Netherlands"
"El Masnou, Spain"
"El Maton, TX"
"El Mina, TX"
"El Rosario, Mexico"
"El Sauz, Chihuahua"
"El Sauz, Chihuahua"
"Eleuthra, Bahamas"
"Elk River, IA"
"Ellsworth Air Force Base, SD"
"Ellsworth Air Force Base, SD"
"Ellwood Cuty, PA"
"Ellysburg, PA"
"Embreeville, PA"
"Emeigh Run, PA"
"Emmet Township, MI"
"Enugu, Nigeria"
"Erath County, TX"
"Escatawapa, MS"
"Eschwege, Germany"
"Eskisehir, Turkey"
"Essendon, Australia"
"Etna, GA"
"Ettrick, VA"
"Ettrick, VA"
"Eufala, AL"
"Evansville, TN"
"Everettstown, PA"
"Evergreen, IL"
"Exeter, England"
"Fairbanks, VT"
"Fairfax County, VA"
"Fairfield, OK"
"Fairmount, NY"
"Fajardo, NA"
"Fajardo, Puerto Rico"
"Fajardo, Puerto Rico"
"Falls County, TX"
"Farmington Hill, MI"
"Farnham, United Kingdom"
"Farr, CO"
"Fatetteville, NC"
"Faust, NY"
"Faust, NY"
"Fayette County, KY"
"Fayette, MI"
"Fayetteville, West VA"
"Ferda, AR"
"Fetsund, Norway"
"Fillmore County, NE"
"Fisk, WI"
FL
FL
"FL, NA"
"Flat, OH"
"Flathead Indian Reservation, MT"
"Flint Hill, MO"
"Florence, PA"
"Florence, PA"
"Florissant, LA"
"Floyd County, GA"
"Floyd County, GA"
"Fluvanna County, VA"
"Folkston, CA"
"Fon Du Lac, WI"
"Fond du Lac, WI"
"Fond du Lac, WI"
"Fond du Lac, WI"
"Fond du Lac, WI"
"Fond du Lac, WI"
"Fond du Lac, WI"
"Fond du Lac, WI"
"Footedale, PA"
"Forndale, LA"
"Fornfelt, MO"
"Forrest City, PA"
"Fort Bend, TX"
"Fort Clayton, Canal Zone"
"Fort Lauderdale, GA"
"Fort Lawton, OK"
"Fort Neade, MD"
"Fort Ord, CA"
"Fort Ord, CA"
"Fort Ord, CA"
"Fort Ord, CA"
"Fort Ord, CA"
"Fort Ord, CA"
"Fort Ord, CA"
"Fort Ord, CA"
"Fort WA, MD"
"Fort WA, MD"
"Fort WA, MD"
"Fort WA, MD"
"Fort WA, MD"
"Fort Walton, FL"
"Fort William, Scotland"
"Fort Worth, NM"
"Fort Worth, NM"
"Fortress Monroe, VA"
"Foshee, AL"
"Fostoria, TX"
"Fo'ui, Tonga"
"FountaValley, CA"
"Fox Island, WI"
"Framington, MA"
"Frankfort, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Germany"
"Frankfurt, Hesse"
"Frankfurt, Hesse"
"Frankfurt, Hesse"
"Frankfurt, Hesse"
"Franks, OH"
"Freding Hills, MA"
"Freeport, Bahamas"
"Freeport, LA"
"Freetown, Sierra Leone"
"Freiburg, Germany"
"Fremont County, IA"
"Fremont, OK"
"Friedrichshafen, Germany"
"Fry, TX"
"Ft. Lauderdale, FL"
"Ft. White, FL"
"Fullerton, KY"
"Fulton County, IN"
"Furstenfeldbruck, Germany"
GA
"Galveston County, TX"
"Galway, Galway"
"Gardenia, CA"
"Gardenia, CA"
"Gbanga, Liberia"
"Geelong, Australia"
"Geevagh, Ireland"
"Geneva, Switzerland"
"Genoa, Canada"
"Gent, Belgium"
"Georgetown, DC"
"Georgetown, Guyana"
"Georgetown, Guyana"
"Georgetown, OK"
Georgia
Georgia
Georgia
Georgia
Georgia
Georgia
Germany
Ghana
"Giessen, West Germany"
"Gilmer County, WV"
"Gisborne, New Zealand"
"Glade Springs, VA"
"Glasgow, Scotland"
"Glasgow, Scotland"
"Glass Rock, OH"
"Glenbush, Canada"
"Glenville, CA"
"Gogrial, South Sudan"
"Golden Valley, NC"
"Good Shepard, TX"
"Goodwins Mills, ME"
"Goose Creek, TX"
"Gore Bay, ON"
"Goritza, Italy"
"Gothenburg, Sweden"
"Gothenburg, Sweden"
"Gouveneur, NY"
"Govnick, MN"
"Grand View, IA"
"Granite City, CA"
"Grant County, IN"
"Grantham, NC"
"Gray Horse, OK"
"Graymont, GA"
"Grays Lake, IL"
"Great Falls, MN"
"Great Lakes Naval Base, IL"
"Green Bottom, WV"
"Green County, WI"
"Greene County, AL"
"Greene County, MO"
"Greenfield Park, QC"
"Greenock, Scotland"
"Greenock, Scotland"
"Greensboro, AR"
"Greenville County, VA"
"Greenville County, VA"
"Greenwald, PA"
"Grimes County, TX"
"Grovedale, Victoria"
"Grovedale, Victoria"
"Groveland, GA"
"Guadalajara, Jalisco"
"Guadalajara, Mexico"
"Guadalajara, Mexico"
"Guanajuato, Mexico"
"Guanajuato, Mexico"
"Guatemala City, Guatemala"
"Guatemala City, Guatemala"
"Guilford County, NC"
"Gunzburg, Germany"
"Haarlem, Netherlands"
"Habersham County, GA"
"Hagerman, TX"
"Hai'api, Tonga"
"Halifax County, VA"
"Halifax, Canada"
"Halifax, Canada"
"Halifax, Canada"
"Hall County, TX"
"Halsey Valley, NY"
"Haltom, TX"
"Hamburg, Germany"
"Hamilton, Bermuda"
"Hamilton, Canada"
"Hamilton, Canada"
"Hamilton, Canada"
"Hamilton, Canada"
"Hampton, MI"
"Hamstead, NC"
"Hancock Co., OH"
"Hania, Greece"
"Hanley, TX"
"Hanover County, VA"
"Happy Valley, Australia"
"Harare, Zimbabwe"
"HarbManchuria, China"
"Hardin County, KY"
"Harlem, NY"
"Harlem, NY"
"Harlem, NY"
"Harlem, NY"
"Harris, TX"
"Hartsond, AL"
"Hartsville, NY"
"Harwick, MA"
"Hassfurt, Germany"
"Hastings, Australia"
"Hastings-on-Hudson, NY"
"Havana, Cuba"
"Havana, Cuba"
"Havana, Cuba"
"Havana, Cuba"
"Havana, Cuba"
"Havre de Grace, MD"
"Hawkins County, TN"
"Hawthorne, IL"
"Hazelhurst, MS"
"Hazelhurst, MS"
"Hazleton, MO"
"He Shan, China"
"Heacham, United Kingdom"
"Hebei, China"
"Hebron, WI"
"Heibuehl, Germany"
"Heidelberg, Baden-Wurttemberg"
"Heidelberg, Germany"
"Heidelberg, Germany"
"Heidelberg, Germany"
"Heidelberg, Germany"
"Heidelberg, Germany"
"Heidelberg, Germany"
"Heidelburg, Germany"
"Helsinki, Finland"
"Henan, China"
"Henderson, SC"
"Hennepin County, MN"
"Henry County, IN"
"Herceg Novi, Montenegro"
"Herman, MI"
"Hermosillo, Sonora"
HI
HI
"Hico, LA"
"High Shoals Township, NC"
"Highland Falls, NJ"
"Hill City, TN"
"Hillsboro, MI"
"Hillside, TX"
"Hinds County, MS"
"Hoke, NC"
"Holly Grove, TX"
"Hollywood Hills, FL"
"Holon, Israel"
"Holopaw, FL"
"Hood County, TX"
"Hooevha, HI"
"Hope Forest, Australia"
"Hopeland, NJ"
"Hopewell, KS"
"Horsham, Australia"
"Howard County, TX"
"Howkan, AK"
"Hull, Canada"
Hungary
"Hunt County, TX"
"Hunterton County, NJ"
"Huntington, West VA"
"Huntington, West VA"
"Huntington, West VA"
"Huntington, West VA"
"Huntington, West VA"
"Huntington, West VA"
IA
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA City, IA"
"IA Falls, IA"
"IA Falls, IA"
"IA Falls, IA"
"IA, LA"
"Iao Valley, HI"
"Ibadan, Nigeria"
"Ibadan, Nigeria"
ID
"ID Falls, ID"
"ID Falls, ID"
"ID Falls, ID"
"Ikaris, Greece"
IL
IL
IL
IL
IL
IL
IL
IL
IL
IL
IN
IN
IN
IN
"IN County, PA"
"IN, PA"
"IN, PA"
"Indian Harbor, IN"
"Ingomar, OH"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"INpolis, IN"
"Inverness, AL"
"Inverness, AL"
"Irabo, Congo"
"Istanbul, Turkey"
"Istanbul, Turkey"
"Istanbul, Turkey"
"Istanbul, Turkey"
"Istanbul, Turkey"
"Ixelles, Belgium"
"Izhevsk, Russia"
"Jackson County, IN"
"Jackson County, MO"
"Jackson County, TX"
"Jacksonboro, TX"
Jamaica
"Jasper, NC"
"Jeanesville, PA"
"Jeanette, PA"
"Jeddo, PA"
"Jefferson County, IN"
"Jefferson County, KY"
"Jefferson County, KY"
"Jefferson County, OH"
"Jendouba, Tunisia"
"Jenkins Twp., PA"
"Jere, WV"
"Johannesburg, South Africa"
"Johnsburg, WI"
"Johnson County, KS"
"Johnston, PA"
"Joilet, IL"
"Joinville, Brazil"
"Jones Creek, GA"
"Juba, South Sudan"
"Juiz de Forz, Brazil"
"Kabul, NA"
"Kadena AFB, Okinawa"
"Kaduna, Nigeria"
"Kagawa, Japan"
"Kahuka, HI"
"Kailua-Kona, HI"
"Kamloops, Canada"
"Kampala, Uganda"
"Kampala, Uganda"
"Kane'ohe, HI"
"Kano, Nigeria"
"Kaohsiung, Taiwan"
"Kapuskasing, ON"
"Karapyshi, Ukraine"
"Karski-Nuia, Estonia"
"Kauai, HI"
"Kaunas, Lithuania"
"Kaunas, Lithuania"
"Kaunas, Lithuania"
"Kaunas, Lithuania"
"Kaunas, Lithuania"
"Kaunas, Lithuania"
"Kaunas, Lithuania"
"Kayes, Mali"
"Kaylor, PA"
"Kearney, NJ"
"Kebemer, Senegal"
"Keeler, MI"
"Kelowna, BC"
"Kelowna, BC"
"Kelowna, BC"
"Kelowna, Canada"
"Kemersville, NC"
"Kendaia, NY"
"Kenosha County, WI"
"Kern County, CA"
"Kern County, CA"
"Khedive, PA"
"Khedive, PA"
"Kiev, Ukraine"
"Kiev, Ukraine"
"Kiev, Ukraine"
"Killen, TX"
"Kingston, Canada"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Jamaica"
"Kingston, Kingston"
"Kinna, Sweden"
"Kinshasa, Congo"
"Kinshasa, Democratic Republic of the Congo"
