City,Abbr.,State,County,Alias,Metro_State,Metro_Count
Holtsville,NY,New York,SUFFOLK,Internal Revenue Service,"Holtsville, New York",
Holtsville,NY,New York,SUFFOLK,Holtsville,"Holtsville, New York",
Adjuntas,PR,Puerto Rico,ADJUNTAS,URB San Joaquin,"Adjuntas, Puerto Rico",
Adjuntas,PR,Puerto Rico,ADJUNTAS,Jard De Adjuntas,"Adjuntas, Puerto Rico",
Adjuntas,PR,Puerto Rico,ADJUNTAS,Colinas Del Gigante,"Adjuntas, Puerto Rico",
Adjuntas,PR,Puerto Rico,ADJUNTAS,Adjuntas,"Adjuntas, Puerto Rico",
Aguada,PR,Puerto Rico,AGUADA,Comunidad Las Flores,"Aguada, Puerto Rico",
Aguada,PR,Puerto Rico,AGUADA,URB Isabel La Catolica,"Aguada, Puerto Rico",
Aguada,PR,Puerto Rico,AGUADA,Alts De Aguada,"Aguada, Puerto Rico",
Aguada,PR,Puerto Rico,AGUADA,Bo Guaniquilla,"Aguada, Puerto Rico",
Aguada,PR,Puerto Rico,AGUADA,Aguada,"Aguada, Puerto Rico",
Aguada,PR,Puerto Rico,AGUADA,Ext Los Robles,"Aguada, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Ramey,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Aguadilla,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Repto Lopez,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Maleza Gdns,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Victoria,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Repto Tres Palmas,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Sect Las Villas,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Garcia,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Villa Linda,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Villa Universitaria,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Bo Ceiba Baja,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Borinquen,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Villa Alegria,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Vista Alegre,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB San Carlos,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Bda Caban,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Ext El Prado,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Esteves,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Ramey,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Villas De Almeria,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Bda Esteves,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Las Americas,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Las Casitas Country Club,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Santa Marta,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Ext Marbella,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Repto Juan Aguiar,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Villa Lydia,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Bo Borinquen,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Repto Jimenez,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB El Prado,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Marbella,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,URB Rubianes,"Aguadilla, Puerto Rico",
Aguadilla,PR,Puerto Rico,AGUADILLA,Vista Verde,"Aguadilla, Puerto Rico",
Maricao,PR,Puerto Rico,MARICAO,Maricao,"Maricao, Puerto Rico",
Maricao,PR,Puerto Rico,MARICAO,URB San Juan Bautista,"Maricao, Puerto Rico",
Anasco,PR,Puerto Rico,ANASCO,Anasco,"Anasco, Puerto Rico",
Anasco,PR,Puerto Rico,ANASCO,Jard De Anasco,"Anasco, Puerto Rico",
Anasco,PR,Puerto Rico,ANASCO,Repto Daguey,"Anasco, Puerto Rico",
Anasco,PR,Puerto Rico,ANASCO,URB San Antonio,"Anasco, Puerto Rico",
Anasco,PR,Puerto Rico,ANASCO,Brisas De Anasco,"Anasco, Puerto Rico",
Anasco,PR,Puerto Rico,ANASCO,Paseo Del Valle,"Anasco, Puerto Rico",
Anasco,PR,Puerto Rico,ANASCO,Est De Valle Verde,"Anasco, Puerto Rico",
Angeles,PR,Puerto Rico,UTUADO,Angeles,"Angeles, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Comunidad Buenos Aires,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Ext Tanama,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Jard De San Rafael,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB College Park Iv,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Los Pinos,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Villa Lucia,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Vista Del Atlantico,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Bo El Pasaje,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Hacienda Toledo,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Jard De Arecibo,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Parc Mattey,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Parq De Jardines,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Arecibo Gdns,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Costas Del Atlantico,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Los Llanos,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Martell,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Regional,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Villa Serena,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Vista Azul,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Bda Duhamel,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Ext Villa Los Santos I,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Parc Navas,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Paseos Reales,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB San Daniel,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Villa Los Santos,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Villas Del Capitan,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Villas Del Sol,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Factor,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Garcia,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB La Mucura,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Marisol,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Ocean Vw,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Parc Perez,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Repto Marquez,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Sect Las Animas,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB El Paraiso,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Garden View,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Los Pinos Ii,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Victor Rojas 2,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Villamar,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Villa Toledo,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Arecibo,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Bo Islote,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Bo Jarealitos,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Ext Marisol,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Repto San Jose,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Sect Abra,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Sect El Cano,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Las Brisas,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Radioville,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB University Gdns,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Valle Escondido,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Alt De San Felipe,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Bo Islote Ii,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Est De Arecibo,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Est De Balseiro,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Parc Rodriguez Olmo,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Repto San Juan,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB San Felipe,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Victor Rojas 1,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Zeno Gandia,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Alt De Juncos,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Bo Obrero,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Bo Santana,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Ext Villa Los Santos Ii,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,Sect Muelle,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB San Lorenzo,"Arecibo, Puerto Rico",
Arecibo,PR,Puerto Rico,ARECIBO,URB Tanama,"Arecibo, Puerto Rico",
Bajadero,PR,Puerto Rico,ARECIBO,Brisas Del Valle,"Bajadero, Puerto Rico",
Bajadero,PR,Puerto Rico,ARECIBO,Bajadero,"Bajadero, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Brisas De Llanadas,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Brisas Del Monte,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Ext Parc Punta Palmas,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Palenque,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,URB Cimarrona Ct,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,URB Ortega,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Villa Central,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Garrochales,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Tiburon,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,URB Las Praderas,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,URB Plazuela Estates,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Bda Catalana,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Est De Barceloneta,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Est De Florida,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Ext Est De Imbery,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Punta Palmas,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Repto Las Llanadas,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,URB Sol Naciente,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Villa Georgetti,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Barceloneta,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Imbery,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Magueyes,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Villa Barcelona,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,URB Cataluna,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,URB Las Delicias,"Barceloneta, Puerto Rico",
Barceloneta,PR,Puerto Rico,BARCELONETA,Villas De La Sabana,"Barceloneta, Puerto Rico",
Boqueron,PR,Puerto Rico,CABO ROJO,Villa Taina,"Boqueron, Puerto Rico",
Boqueron,PR,Puerto Rico,CABO ROJO,Boqueron,"Boqueron, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Alts De Joyuda,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Alts Del Mar,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Bo Ballaja,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Bo Monte Grande,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Ext La Concepcion,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Jard Del Puerto,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Betances,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Kofresi,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Ramirez,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Mansiones,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Las Margaritas,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Repto Oliveras,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Alta Vista,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Villa Del Carmen,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Haciendas De Belvedere,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Qtas De Cabo Rojo,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB La Concepcion,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Monte Grande,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Est De Miramar,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Haciendas De Cabo Rojo,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Mans De Cabo Rojo,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB El Retiro,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Elizabeth,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Cabo Rojo,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Est Reales,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Ext Sierra Linda,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Haciendas De Miramar,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Elizabeth,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Las 35,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Puerto Real,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Las Vistas,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Montesol,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Paseos De Plan Bonito,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Remanso De Cabo Rojo,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB San Miguel,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Ext Elizabeth,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Repto Miradero,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Villa Aida,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Villa Luisa,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Villas De Plan Bonito,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,Ext Parc Elizabeth,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Ana Maria,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Borinquen,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Monte Rio,"Cabo Rojo, Puerto Rico",
Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Sierra Linda,"Cabo Rojo, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Jard De Penuelas,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Alt De Penuelas Ii,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Alts De Penuelas,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Brisas De Guayanes,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,URB Rio Sol,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Vista Bahia,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,URB Monte Verde,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,URB Llanos De Sabana Palma,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,URB Penuelas Valley,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Penuelas,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Ext Alts De Penuelas Ii,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Repto Kennedy,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Sect Mal Paso,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,URB Guayanes,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,URB Riverside,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Villa Esmeralda,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,Colinas De Penuelas,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,URB El Madrigal,"Penuelas, Puerto Rico",
Penuelas,PR,Puerto Rico,PENUELAS,URB Sagrado Corazon,"Penuelas, Puerto Rico",
Camuy,PR,Puerto Rico,CAMUY,Sect Pena,"Camuy, Puerto Rico",
Camuy,PR,Puerto Rico,CAMUY,Vistas De Camuy,"Camuy, Puerto Rico",
Camuy,PR,Puerto Rico,CAMUY,Alts El Maestro,"Camuy, Puerto Rico",
Camuy,PR,Puerto Rico,CAMUY,URB Linda Vista,"Camuy, Puerto Rico",
Camuy,PR,Puerto Rico,CAMUY,Camuy,"Camuy, Puerto Rico",
Camuy,PR,Puerto Rico,CAMUY,URB Del Carmen,"Camuy, Puerto Rico",
Camuy,PR,Puerto Rico,CAMUY,URB Las Veredas,"Camuy, Puerto Rico",
Castaner,PR,Puerto Rico,LARES,Adjuntas,"Castaner, Puerto Rico",
Castaner,PR,Puerto Rico,LARES,Castaner,"Castaner, Puerto Rico",
Rosario,PR,Puerto Rico,SAN GERMAN,Rosario,"Rosario, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Ext San Jose 2,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Parc Maginas,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB Santa Elena,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Vistas De Sabana Grande,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Alts De San Jose,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB La Milagrosa,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB El Arrendado,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB San Miguel,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB Santa Maria,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Bda San Isidro,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Est Del Rio,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Parc Susua,"Sabana Grande, Puerto Rico",
Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB Santa Ana,"Sabana Grande, Puerto Rico",
Ciales,PR,Puerto Rico,CIALES,URB Los Llanos,"Ciales, Puerto Rico",
Ciales,PR,Puerto Rico,CIALES,URB Monte Rey,"Ciales, Puerto Rico",
Ciales,PR,Puerto Rico,CIALES,Qtas De Ciales,"Ciales, Puerto Rico",
Ciales,PR,Puerto Rico,CIALES,Ciales,"Ciales, Puerto Rico",
Ciales,PR,Puerto Rico,CIALES,URB Dos Rios,"Ciales, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,Jard De Bubao,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,URB San Martin,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,Alts De Utuado,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,Sect Vendrell,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,URB Cabrera,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,Ext San Martin,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,Bda Nueva,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,URB Perez Matos,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,Utuado,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,Sect Cercadillo,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,URB Jesus M Lago,"Utuado, Puerto Rico",
Utuado,PR,Puerto Rico,UTUADO,Sect Bella Vista,"Utuado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Jard Dorado,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Parc San Antonio,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Paseo Real,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,URB Dorado Country Ests,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,URB Los Prados Norte,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Valle Dorado,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Bo Saldinera,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,URB Dorado Reef,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,URB Palmar Dorado Norte,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,URB The Clusters,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Bo Arenal,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Chalets De Dorado,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Jard De Dorado,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Parc El Cotto,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Paseo Las Olas,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Qtas De Dorado,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,URB Doraville,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,URB Montereal,"Dorado, Puerto Rico",
Dorado,PR,Puerto Rico,DORADO,Villa Plata,"Dorado, Puerto Rico",
